e1,e2,label,group_id,platform,query
SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機 4色《公司貨註冊保固1年》,0,10496254,pchome,sonyheadphones
HITACHI 日立 6坪內《冷暖型-優質系列》變頻分離式空調RAS-36YH/RAC-36YH,HITACHI 日立 4-5坪R32精品系列一對一變頻單冷RAC-28SP/RAS-28YSP含運送+標準安裝+舊機回收,0,13710082,pchome,hitachiairconditioner
DIY淨水器替換濾心2入組 F003-5(適用S003/DS02/DS03系列濾心),極淨倍智淨水系統SD390,0,9070473,pchome,3mwaterpurifier
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(公司貨 保固 12+6 個月),SONY 索尼 [ 公司貨 保固 12+6 個月] MDR MV1 開放式錄音室監聽耳機,0,TP00066680000021,pchome,sonyheadphones
PHILIPS 飛利浦 莎莉兒童牙刷★明星組★音波電動牙刷組+兒童刷頭組 (一年份刷頭),(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,11447651,pchome,philipstoothbrush
SONY 索尼 WF-C510 IPX4 防水 真無線藍芽耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,13237333,pchome,sonyheadphones
PHILIPS 飛利浦 官方直營 Sonicare舒適潔淨音波震動/電動牙刷HX5191/02 (星雲藍)(電動牙刷),(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,13295799,pchome,philipstoothbrush
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅),0,14381284,pchome,reader
Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤,Logitech 羅技 Pebble 2 Combo 無線藍牙鍵盤滑鼠組,0,12127122,pchome,logitechkeyboard
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14047175,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉),【HyRead】Gaze Mini+ 6吋電子紙閱讀器,1,12697413,pchome,reader
Ultra Luxe Type-C 雙用隨身碟256GB(公司貨),Ultra Go Type-C 雙用隨身碟256GB(公司貨),0,8623173,pchome,usb
ACER 宏碁 XV240Y X1 電競螢幕(24型/FHD/200Hz/0.5ms/IPS),ACER 宏碁 KG271U X1 電競螢幕(27型/2K/200Hz/0.5ms/HDMI/DP/IPS),0,13340058,pchome,acerscreen
SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,10496254,pchome,sonyheadphones
SONY 索尼 INZONE E9 入耳式電競耳機 (IER-G900),SONY 索尼 INZONE Buds 真無線降噪遊戲耳塞式耳機 WF-G700N,0,14451631,pchome,sonyheadphones
SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 【公司貨保固12個月】,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,12767663,pchome,sonyheadphones
DataTraveler Micro 256GB USB 3.2 (Gen1) 隨身碟 (DTMC3G2/256GB),DataTraveler Max USB 3.2 Gen2 Type-A 256GB 隨身碟 (DTMAXA/256GB),0,10333634,pchome,usb
CookPower 鍋寶 原礦大理石不沾鍋全能雙鍋組 IH/電磁爐適用(32炒+32蓋+24湯含蓋+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,8005520,pchome,nonstickpan
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14022101,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】WH-1000XM6 旗艦無線藍牙降噪 頭戴式耳機麥克風 ( 1000XM6 ),1,TP00071580001772,pchome,sonyheadphones
SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,0,11515427,pchome,sonyheadphones
Logitech 羅技 K650 無線鍵盤-石墨灰,Logitech 羅技 MK270R 無線滑鼠鍵盤組,0,TP00014390002541,pchome,logitechkeyboard
Logitech 羅技 MX Anywhere 3S 無線行動滑鼠 - 石墨灰,Logitech 羅技 MX Master 3S 無線滑鼠-石墨灰,0,11455866,pchome,logitechmouse
Logitech 羅技 G PRO X SUPERLIGHT 2 SE 無線輕量化電競滑鼠,Logitech 羅技 G G502 X 高效能電競滑鼠-白,0,TP00014390005071,pchome,logitechmouse
SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),0,TP00065470000080,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14180915,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,0,TP00071580001772,pchome,sonyheadphones
BOOX 文石 Go 6 吋電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 白色,0,13870245,pchome,reader
TOMICA 藍寶堅尼 LAMBORGHINI 車組 TM93650,【TOMICA】藍寶堅尼車組(小汽車),1,13775670,pchome,tomica
ACER 宏碁 SA243Y G0W 護眼螢幕(24型/FHD/120Hz/1ms/IPS),ACER 宏碁 EK241Y G 護眼螢幕(24型/FHD/120Hz/1ms/IPS),0,13340048,pchome,acerscreen
Dyson 戴森 V12 Detect Slim Fluffy SV46 輕量智能吸塵器(銀灰)(升級版配件/除螨機/原廠公司貨/二年保固),Dyson 戴森 【福利品】 V12 Detect Slim Fluffy SV34 輕量智能吸塵器 銀灰,0,13568239,pchome,dysonvacuumcleaner
HEALTHPIT 日式舒適生活 御手之座按摩椅 HC-368 (15種自動模式 135公分超長按摩軌道),按摩椅 家用送禮 全自動電動太空艙 按摩沙發 按摩椅,0,13094397,pchome,massagechair
GIGABYTE 技嘉 GeForce RTX5070 WINDFORCE SFF 12G 顯示卡,GIGABYTE 技嘉 RTX5070 WINDFORCE OC SFF 12G 顯示卡,0,14269369,pchome,rtx5070
S004淨水器濾心+PP濾心2入+樹脂濾心2入(3US-F004-5+3RS-F001-5*2+3RF-F001-5*2),-前置PP過濾系統(3PS-S001-5 SQC),0,5771788,pchome,3mwaterpurifier
HITACHI 日立 8坪內《冷暖型-優質系列》變頻分離式空調RAS-50YH/RAC-50YH,HITACHI 日立 7-9坪R32精品系列一對一變頻單冷RAC-50SP/RAS-50YSP含運送+標準安裝+舊機回收,0,13533954,pchome,hitachiairconditioner
MSI 微星 MSI PRO MP165 E6 可攜式螢幕 (16型/FHD/Type C/喇叭/IPS)+SPACE LED觸控護眼三色螢幕掛燈 33cm款,MSI 微星 PRO MP273U,0,14372154,pchome,msiscreen
Dyson 戴森 SV46 V12 Fluffy 智慧輕量吸塵器,Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(黃)【福利品】,0,11387690,pchome,dysonvacuumcleaner
HyRead Gaze Mini+ 6吋電子紙閱讀器,Readmoo 讀墨 7吋 mooInk Nana 彩色電子書閲讀器(玩轉Nana套組),0,14074207,pchome,reader
SONY 索尼 WF-C510 真無線藍牙耳機 (公司貨 保固12個月),SONY 索尼 WF-C710N 真無線藍牙耳機 (公司貨 保固12個月),0,13237333,pchome,sonyheadphones
HITACHI 日立 4坪內《冷暖型-優質系列》變頻分離式空調RAS-28YH/RAC-28YH,HITACHI 日立 7-9坪R32精品系列一對一變頻單冷RAC-50SP/RAS-50YSP含運送+標準安裝+舊機回收,0,13547870,pchome,hitachiairconditioner
MSI 微星 PRO MP251W E2 25吋 商用護眼螢幕,MSI 微星 PRO MP273QW E2 美型螢幕(27型/2K/HDMI/DP/喇叭/IPS),0,14400353,pchome,msiscreen
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 WI-OE610 Float Run 頸帶離耳式耳機 [Sony公司貨 保固12個月],0,11129244,pchome,sonyheadphones
Logitech 羅技 K580 超薄跨平台藍牙鍵盤 (珍珠白),【Logitech 羅技】K580 超薄跨平台藍牙鍵盤,1,6891645,pchome,logitechkeyboard
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,【SONY 索尼】WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),1,11658291,pchome,sonyheadphones
中空絲膜可生飲AC300龍頭式淨水器限量特惠組(一機+一心),沐浴過濾器替換濾芯 (1入),0,4014207,pchome,3mwaterpurifier
BenQ 明基 1080P LED AndroidTV智慧行動投影機GV31(300 ANSI) 福利品,BenQ 明基 1080P Google TV 雷射智慧微型投影機 GV50,0,11451019,pchome,projector
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機《公司貨註冊保固1年》,SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,0,TP00058280000160,pchome,sonyheadphones
旅行便攜隔髒安心睡袋,WildFun 野放 經典型休閒睡袋 格紋,0,4082057,pchome,sleepingbag
PHILIPS 飛利浦 One by Sonicare攜帶式旅行盒電動牙刷 HY1200粉色,【超優惠】副廠 電動牙刷頭(標準刷頭) HX3/6/9系列適用 1卡4入(相容飛利浦 PHILIPS 電動牙刷),0,11160044,pchome,philipstoothbrush
GIGABYTE 技嘉 RTX 5070 WINDFORCE OC SFF 12G 顯示卡,GIGABYTE 技嘉 GeForce RTX5070 EAGLE OC SFF 12G 顯示卡,0,13785397,pchome,rtx5070
MSI 微星 PRO MP275Q 2K 商用螢幕 100Hz/IPS/WQHD/HDR/內建喇叭,【MSI 微星】MP275Q 27吋 2K IPS平面護眼螢幕(100Hz/HDMI+DP/內建喇叭),1,12731959,pchome,msiscreen
PHILIPS 飛利浦 Sonicare舒適清潔音波電動牙刷HX5070/01(量子黑)+送3刷,(2入)可放2隻刷頭 刷頭架 飛利浦 HX6013 HX6042 HX6063 HX9023 HX9033 電動牙刷刷頭架,0,14086478,pchome,philipstoothbrush
CASIO 卡西歐 運動訓練10年電力手錶-鐵灰 WS-1400H-8BV,【CASIO 卡西歐】運動訓練10年電力手錶 學生錶-鐵灰 畢業禮物 送禮(WS-1400H-8BV),1,13649856,pchome,casiowatch
Dyson 戴森 V12 SV46 Detect Slim Fluffy 輕量智能吸塵器(銀灰)【福利品】,【dyson 戴森 限量福利品】V12 Detect Slim Fluffy SV46 強勁輕量智慧無線吸塵器 光學偵測,1,12997698,pchome,dysonvacuumcleaner
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14074174,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14275948,pchome,sonyheadphones
Logitech 羅技 LIFT人體工學垂直滑鼠-玫瑰粉,Logitech 羅技 MK235無線滑鼠鍵盤組,0,11918097,pchome,logitechmouse
Xiaomi 小米 智慧投影機 L1(1080p HD/4K/120吋/200流明),Xiaomi 小米 官方旗艦館 智慧投影機 L1 Pro(1080p HD/4K/120吋/400流明),0,13725987,pchome,projector
Dyson 戴森 V8 SV25 新一代無線吸塵器 升級版【福利品】,Dyson 戴森 V8 Motorhead SV25 最新一代無線吸塵器 升級版【福利品】,0,13716679,pchome,dysonvacuumcleaner
UV320/128GB USB3.1隨身碟(白),【ADATA 威剛】UV320 128GB 隨身碟(白),1,5554421,pchome,usb
ACER 宏碁 KA242Y P6 bmix 護眼螢幕(24型/FHD/144Hz/1ms/IPS),ACER 宏碁 KA242Y G 無邊框護眼螢幕(24型/FHD/120Hz/1ms/IPS),0,14229159,pchome,acerscreen
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅),0,14361605,pchome,reader
Dyson 戴森 V12 SV46 Detect Slim Fluffy 輕量智能吸塵器(銀灰)【福利品】,【dyson 戴森】V12 Detect Slim Fluffy SV46 強勁輕量智慧無線吸塵器 光學偵測(升級HEPA過濾)洗地機組合,1,11712276,pchome,dysonvacuumcleaner
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰(公司貨 保固12+6個月),SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),0,11658292,pchome,sonyheadphones
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,0,13224612,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14047185,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,TP00071580001772,pchome,sonyheadphones
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,TP00058280000160,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器,【HyRead】 收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (石墨綠)+霧黑收納保護套,1,14381284,pchome,reader
Logitech 羅技 K950 無線鍵盤 - 石墨黑,Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 石墨黑,0,12719862,pchome,logitechkeyboard
MSI 微星 MAG 274QRFW 平面電競螢幕 (27型/2K/HDR/180hz/1ms/IPS),MSI 微星 MAG 274QF 平面電競螢幕 (27型/WQHD/HDR/180Hz/0.5ms/IPS),0,TP00014390001761,pchome,msiscreen
Logitech 羅技 K580 超薄跨平台藍牙鍵盤 (珍珠白),Logitech 羅技 MK345 無線鍵盤滑鼠組,0,13143970,pchome,logitechkeyboard
Logitech 羅技 G512 RGB 機械遊戲鍵盤(青軸),Logitech 羅技 MK235無線滑鼠鍵盤組,0,7487701,pchome,logitechkeyboard
ACER 宏碁 Nitro ED270 X0 27型 電競曲面螢幕,ACER 宏碁 AOPEN 27HC5R X0 曲面螢幕(27型/FHD/200Hz/1ms/HDMI/DP/VA),0,13884452,pchome,acerscreen
PHILIPS 飛利浦 莎莉兒童牙刷★明星組★音波電動牙刷組+兒童刷頭組 (一年份刷頭),歐樂B 飛利浦 Philips 通用款 電動牙刷 刷頭 帶鎖扣外出攜帶盒 收納盒 保護硬殼 旅行硬盒,0,11447651,pchome,philipstoothbrush
SONY 索尼 WF-C510 真無線藍牙耳機 (公司貨 保固12個月),SONY 索尼 WF-C710N 真無線藍牙耳機 (公司貨 保固12個月),0,TP00026420000010,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,14047175,pchome,sonyheadphones
MSI 微星 27型 PRO MP273L E14  IPS 144Hz 1ms 美型螢幕,MSI 微星 27型 PRO MP273 E14A IPS 144Hz 1ms 護眼美型螢幕,0,14372152,pchome,msiscreen
Logitech 羅技 【Logitech 羅技】POP ICON KEYS 無線藍牙鍵盤 潮玩黑,Logitech 羅技 K250 無線藍牙鍵盤,0,13634031,pchome,logitechkeyboard
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色,【BOOX 文石】Palma2 6.13 吋電子閱讀器,1,13456898,pchome,reader
Logitech 羅技 M750 多工靜音無線滑鼠,Logitech 羅技 M750 L 多工靜音無線滑鼠(大手版),0,13227934,pchome,logitechmouse
Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 石墨黑,Logitech 羅技 K250 無線藍牙鍵盤 石墨黑,0,13062814,pchome,logitechkeyboard
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WH-CH520 無線藍牙耳罩式耳機,0,TP00072310000332,pchome,sonyheadphones
BOOX 文石 Go 6 吋電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,13715495,pchome,reader
SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,【SONY 索尼】ULT WEAR WH-ULT900N 無線重低音降噪耳機(公司貨 保固12個月),1,12767663,pchome,sonyheadphones
Dyson 戴森 V12 SV46 Detect Slim Fluffy 輕量智能吸塵器(銀灰)【福利品】,Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(黃)【福利品】,0,13568239,pchome,dysonvacuumcleaner
Ultra Luxe Type-C 雙用隨身碟金色512GB(公司貨),Ultra Luxe Type-C 雙用隨身碟64GB(公司貨),0,11777898,pchome,usb
BOOX 文石 Go 7 吋電子閱讀器 - 白色,【BOOX 文石】Go 7 吋電子閱讀器 - 黑色(觸控筆皮套組),1,14073067,pchome,reader
S004淨水器替換濾心,-前置PP過濾系統(3PS-S001-5 SQC),0,4355328,pchome,3mwaterpurifier
SONY 索尼 [ 公司貨 保固12+6] WH-1000XM5 主動式降噪旗艦藍牙耳機(頂級降噪 /極真音質/配戴舒適),SONY 索尼 [ 公司貨 保固12+12]  WH-1000XM4  主動式降噪 無線藍牙耳機(智慧降噪 / 無線高音質 / 質感美型),0,10204540,pchome,sonyheadphones
Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器(輕量吸塵器/除螨機/原廠公司貨/二年保固),【dyson 戴森】Digital Slim Origin SV18 輕量強勁無線吸塵器(紫色),1,12639831,pchome,dysonvacuumcleaner
TOMICA 露營車組 TM21732 多美小汽車,TOMICA LED展示中心(白)_ TM20382 多美小汽車,0,14151141,pchome,tomica
SONY 索尼 WH-1000XM5 主動式降噪旗艦 藍牙耳機(頂級降噪 /極真音質/配戴舒適)[公司貨 保固12+6],SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,10202358,pchome,sonyheadphones
Dyson 戴森 V12s SV46 Detect Slim Submarine 乾濕全能洗地吸塵器(洗地機/雙主吸頭/寵物家庭/原廠公司貨/二年保固),【dyson 戴森】V12s Detect Slim Submarine SV46 乾溼全能洗地吸塵器(雙主吸頭 全新升級版 洗地機),1,11149974,pchome,dysonvacuumcleaner
BOOX 文石 Go 6 吋電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,13886680,pchome,reader
SONY 索尼 WI-OE610 Float Run 離耳式運動藍牙耳機 公司貨,SONY 索尼 WH-CH720N 無線降噪耳機 公司貨,0,11054060,pchome,sonyheadphones
輝葉 AI追夢椅(HY-5085) (智慧按摩椅/腿部搓揉/零重力),輝葉 Cway沙發按摩椅(腳底/小腿/溫熱/穴位按摩椅 HY-3078),0,12716377,pchome,massagechair
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機 (公司貨保固12個月),SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,11115166,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14047175,pchome,sonyheadphones
S003淨水器專用濾心 3US-F003-5(適用DS02系列濾心),極淨倍智淨水系統SD390,0,4540510,pchome,3mwaterpurifier
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】WH-1000XM6(無線藍牙降噪 耳罩式耳機),1,14046597,pchome,sonyheadphones
SONY 索尼 WF-C710N 真無線藍牙耳機 (公司貨 保固12個月),【SONY 索尼】WF-C710N 真無線藍牙耳機(公司貨 保固12個月),1,13901382,pchome,sonyheadphones
MSI 微星 Modern MD342CQPW 曲面美型螢幕,MSI 微星 Modern MD342CQP 曲面美型螢幕,0,13492596,pchome,msiscreen
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(公司貨 保固12+6個月),1,14063341,pchome,sonyheadphones
ACER 宏碁 EK271 G 27型 IPS 120hz 電腦螢幕,ACER 宏碁 KA272 G0 27型 120Hz IPS 電腦螢幕,0,14212967,pchome,acerscreen
SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,0,10496254,pchome,sonyheadphones
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色,BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,13456898,pchome,reader
MSI 微星 【南紡購物中心】   PRO MP275Q 27型 2K 100Hz IPS 商用螢幕,MSI 微星 【南紡購物中心】     PRO MP275 商用螢幕,0,12721983,pchome,msiscreen
MSI 微星 MAG 345CQR 曲面電競螢幕,MSI 微星 MAG 346CQ 曲面電競螢幕 (34型/UWQHD/HDR/180Hz/1ms/VA),0,12881394,pchome,msiscreen
Dyson 戴森 【福利品】Gen5 Detect Absolute SV23 最強勁智慧無線吸塵器,Dyson 戴森 SV15 V11 Absolute Extra手持無線吸塵器(超值福利品),0,11364446,pchome,dysonvacuumcleaner
MSI 微星 GeForce RTX 5070 12G GAMING TRIO OC 顯示卡,MSI 微星 RTX 5070 12G VENTUS 3X OC 顯示卡,0,13757805,pchome,rtx5070
ASUS 華碩 TUF Gaming GeForce RTX 5070 12GB GDDR7 OC 超頻版 顯示卡,【ASUS 華碩】TUF Gaming GeForce RTX™ 5070 12GB GDDR7 OC 超頻版 顯示卡,1,14012710,pchome,rtx5070
ZOTAC GAMING GeForce RTX 5070 Twin Edge 顯示卡,ZOTAC GAMING GeForce RTX 5070 SOLID 顯示卡,0,14064719,pchome,rtx5070
S004淨水器專用替換濾心2年份組 (濾心型號為3US-F004-5),【3M】S004淨水器替換濾心4年份/超值4入組(濾心型號:3US-F004-5),1,6075768,pchome,3mwaterpurifier
Logitech 羅技 G304 Lightspeed 無線電競遊戲滑鼠 - 莫藍紫,Logitech 羅技 G903 Lightspeed 專業級無線電競滑鼠,0,7709210,pchome,logitechmouse
S004淨水器專用濾心3US-F004-5(2年份超值2入組/適用A700),沐浴過濾器替換濾芯 (1入),0,6075768,pchome,3mwaterpurifier
SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),0,11786592,pchome,sonyheadphones
SONY 索尼 WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,TP00058280000160,pchome,sonyheadphones
CookPower 鍋寶 七層壓鑄不沾鍋316不鏽鋼蜂巢炒鍋36CM-含蓋(IH/電磁爐適用),【CookPower 鍋寶】七層壓鑄不沾鍋316不鏽鋼蜂巢炒鍋36CM-含蓋(IH/電磁爐適用),1,9840172,pchome,nonstickpan
SONY 索尼 [公司貨 保固 12 個月]WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),0,13224612,pchome,sonyheadphones
128GB JetFlash730 USB3.1隨身碟-典雅白 (TS128GJF730),128GB JetFlash790 USB3.1隨身碟-典雅白 (TS128GJF790W),0,11046117,pchome,usb
HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青),HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),0,14361608,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(公司貨 保固12+6個月),1,14047175,pchome,sonyheadphones
PHILIPS 飛利浦 官方直營 Sonicare輕柔舒敏音波震動牙刷-小彩刷綠 HX2411/03(送刷頭5入)(電動牙刷),【Philips 飛利浦】官方直營 Sonicare輕柔舒敏音波震動牙刷-小彩刷紫HX2411/01 送刷頭5入,1,11205126,pchome,philipstoothbrush
BOOX 文石 Go 6 吋電子閱讀器 - 黑色,【BOOX 文石】Go 6 吋電子閱讀器 - 白色(原廠皮套組),1,13870245,pchome,reader
SONY 索尼 WH-1000XM6 無線藍牙降噪耳罩式耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,14234064,pchome,sonyheadphones
ASUS 華碩 TUF-RTX5070-O12G-GAMING 顯示卡,【ASUS 華碩】TUF-RTX5070-O12G-GAMING 顯示卡,1,14195716,pchome,rtx5070
HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉),HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組,0,14361608,pchome,reader
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,【SONY 索尼】WH-1000XM6 旗艦無線藍牙降噪 頭戴式耳機麥克風 ( 1000XM6 ),1,TP00071580001772,pchome,sonyheadphones
Dyson 戴森 SV18 Digital Slim Origin輕量無線吸塵器【福利品】,【dyson 戴森 限量福利品】Digital Slim Origin SV18 輕量無線吸塵器(紫色),1,12243367,pchome,dysonvacuumcleaner
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,SONY 索尼 WF-C700N多彩降噪真無線耳機,0,11752537,pchome,sonyheadphones
ASUS 華碩 TUF-RTX5070-O12G-GAMING 顯示卡,ASUS 華碩 TUF-RTX5070-O12G-GAMING 顯示卡+賽德斯 魔幻之力 耳機耳罩式,0,14012710,pchome,rtx5070
Logitech 羅技 M331 無線靜音滑鼠,Logitech 羅技 MK235無線滑鼠鍵盤組,0,4318322,pchome,logitechmouse
MSI 微星 Modern MD2412PW 平面美型螢幕 (24型/FHD/HDMI/喇叭/IPS),MSI 微星 MD2412PW 24吋平面螢幕 FHD/100Hz,0,11859909,pchome,msiscreen
Dyson 戴森 V12 SV46 Detect Slim Fluffy 輕量智能吸塵器(銀灰)【福利品】,Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(黃)【福利品】,0,12997698,pchome,dysonvacuumcleaner
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WH-CH520 無線藍牙耳罩式耳機,0,11127215,pchome,sonyheadphones
PHILIPS 飛利浦 電池式電動牙刷 超輕便旅行盒(四款任選),【Philips 飛利浦】電池式電動牙刷 超輕便旅行盒(四款任選),1,12559130,pchome,philipstoothbrush
Logitech 羅技 Pebble 2 Combo 無線藍芽鍵盤滑鼠組 午夜藍,Logitech 羅技 Pebble Keys 2 K380s 跨平台藍牙鍵盤,0,TP00002230002563,pchome,logitechkeyboard
MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色,BOOX 文石 Go 6 吋電子閱讀器 - 黑色,0,14212379,pchome,reader
Ultra Luxe Type-C 雙用隨身碟256GB(公司貨),【SanDisk】Ultra Luxe Type-C 雙用隨身碟金色256GB(公司貨),1,12274172,pchome,usb
