e1,e2,label,group_id
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(100抽84包/箱),1,10294967
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S/X PC 適用(幻影紫),【Microsoft 微軟】 Xbox 無線控制器 幻影紫 台灣公司貨,1,DGBJAH-A900HTBCI
【Apple】iPhone 16 Plus(128G/6.7吋),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAJLZ-A900HSWH1
【YSL】官方直營 極效活萃仙人掌眼部精華乳 20ml,ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DDADDA-A900HSKE9
【IGear】Iphone/Ipad/Ipod 音源線控器(Imc100),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DCACH2-A9005RVFN
【Logitech 羅技】MX Keys Mini無線鍵盤,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DSBC1R-A900GREAV
Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9306121
倍潔雅抽取式衛生紙150抽X10包X8串/箱,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10294967
【KOSE 高絲】雪肌精全能活膚凝露80g(專櫃公司貨),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD0D-A900BOA9E
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包/袋),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9481000
【Panasonic 國際牌】268公升一級能效雙門變頻冰箱-晶鈦銀(NR-B271TV-S1),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPAC1T-A900FLZQC
【Lenovo】Tab P11 2nd Gen 11.5吋 4G/128G WiFi TB350FU 平板電腦,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAG01-A900GHJIE
【SK-II官方直營】青春敷面膜10片(前男友面膜/保濕面膜),青春敷面膜 10片裝 (盒裝),1,DDAD2O-A900AWUXS
【APIVITA】仙人掌滋潤面膜 8ml x 12,仙人掌滋潤面膜(8mlX12),1,DDADNN-A900H32LR
【WHOO 后】拱辰享陰陽調和洗顏乳180ml(送秘帖珍藏3件組-專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADGV-A900HPO0L
【SK-II官方直營】青春敷面膜10片(前男友面膜/保濕面膜),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD2O-A900AWUXS
【d program 敏感話題★居家保養人氣款】潔膚乳N 120g(超彈力氣墊泡沫洗 淨老廢角質),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD8F-A900GRGH4
【SHURE】AONIC50 全新系列 無線藍芽耳罩(鍵寧公司貨),Aonic50 GEN2 全新升級 無線藍牙耳罩,1,DYAQFD-A900GNZLY
【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,1,DMAA3W-A900G4AU9
【Microsoft 微軟】XBOX Elite Series 2 菁英手把 無線控制器 輕裝版(白色),Elite無線控制器2代-輕裝版 (白),1,DGBJAH-1900FIG89
【新竹福源】花生醬雪Q餅(150G),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBACPI-A900AYWMF
【廣生堂】原珍冰糖燕窩飲60Ml(15入),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBAXD2-A900C8M2E
【Melvita 蜜葳特】摩洛哥堅果活酵緊提眼霜(15ml),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADEI-A900HQ0SP
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6780069
Flashfire Gaming Supply Choco Switch迷你巧克力充電底座,【Flashfire】Gaming Supply Choco Switch副廠 迷你巧克力底座,1,7631186
【ORIGINS 品木宣言】漫步在雲端腿部舒緩霜 150ml(美腿神器),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0A-A900FGBJI
【WHOO 后】官方直營 拱辰享陰陽調和洗顏乳180ml(Upgrade),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADGV-A9007H47M
【d program 敏感話題★居家保養人氣款】潔膚乳N 120g(超彈力氣墊泡沫洗 淨老廢角質),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD8F-A900GRGH4
【Gigabyte 技嘉】Geforce Rtx 4090 Gaming 24G顯示卡,技嘉Geforce Rtx 4090 Master 24G顯示卡,0,DRADL2-A900G6J3E
Sampo聲寶陶瓷式電暖器 HxFd06P,【Sampo 聲寶】陶瓷電暖器(HxFd06P),1,9455453
【Logitech G】G435輕量雙模無線藍芽耳機(黑色),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DSAR23-A900HHYSX
【Lotus】Switch Oled 主機底座散熱風扇 副廠,【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇,0,DGBJC0-A900DF64K
【AMD 超微】Ryzen 5-5500GT 六核心處理器,【南紡購物中心】  Ryzen 5-5500GT 3.6GHz 6核心 中央處理器 (R5-5500GT),1,DSBC0B-A900H5EFN
【808 Audio】Urban Typec Hub 二合一轉接器 Usb/3.5Mm,【Kinyo】迷你立臥兩用電暖器(保暖必備 Eh80),0,9317446
【Apple】預購賣場★iPhone 16 Pro(256G/6.3吋),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYAJDN-A900HSOV1
【LANEIGE 蘭芝】水酷修護水潤潔顏油 250ml(官方直營),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDCQ15-A900FDP47
Hagibis鋁合金6合1 Usb3.0+Sd/Tf讀卡+Hdmi+Pd供電+3.5Mm音源口2021款,Hagibis鋁合金6合1 Usb3.0+Sd/Tf讀卡+Hdmi+Pd供電+3.5Mm音源口2021款,0,11140447
【Arden 雅頓】艾地苯高效橙燦精華2.0 50ml(國際航空版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD08-A900FW2DI
【Amd超值裝機組】R97900X十二核心處理器+微星Pro X670P Wifi 主機板,【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R97900X處理器,0,DRAI4R-1900FZ1Q2
【KOSE 高絲】INFINITY無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款(專櫃公司貨),加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,DDAD0D-A900EYRB1
【Elizabeth Arden 伊麗莎白雅頓】玫瑰金抗痕膠囊 60顆(國際航空版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD08-A900FV6I2
【Promate】Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),Promate Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC),1,DYAPAI-A900G7XM2
TypeC To Hdmi 4K +Vga+Usb+Pd充電+3.5Mm音源 5合1影音轉接器,【鋁合金5In1影音轉接器】TypeC To Hdmi4K+Vga+Usb+Pd充電+3.5Mm音源 5合1影音轉接器(第四代),1,6137937
【SONY 索尼】HT-AX7 隨身劇院組合(公司貨 保固12個月),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DCAIDH-A900GKAB6
【HR 赫蓮娜】官方直營 白繃帶修護乳霜15ml(專櫃抗老推薦),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADN3-A900HB0P9
【Hermes 愛馬仕】DOrange Verte 橘綠之泉香皂(50gX3-附皂盒-國際航空版 香水皂),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAH1W-A900GCQAW
倍潔雅抽取式衛生紙150抽X10包X8串/箱,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780067
【TP-Link】Archer GE800 Wi-Fi 7 BE19000 三頻 電競 10 Gigabit 無線網路路由器(WiFi 7分享器/雙10G/RGB),【南紡購物中心】 限時促銷 Archer BE230 Wi-Fi 7 BE3600 雙頻 2.5 Gigabit 無線網路路由器(WiFi 7分享器/VPN),0,DSBC0Z-A900HJE7R
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10173920
【蒙恬科技】晶鑽小蒙恬-晶鑽白(手寫應用系列),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DCAV1T-A900AVJQF
Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,1,11140446
【小米】官方旗艦館 Xiaomi 小米手環 9,手環 9 NFC,0,DYANCE-A900HOR37
【Guerlain 嬌蘭】皇家蜂王乳蜂蜜修護白霜 50ml(平行輸入),皇家蜂王乳蜂蜜修護白霜 50ml,1,DDAD45-A900HRJIC
【Sharp 夏普】30L Healsio水波爐/白(AxXp10TW),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBJ7E-A900F7VDF
【Gigabyte 技嘉】Geforce Rtx 4070 Aero Oc 12G 顯示卡,技嘉 Geforce Rtx 4070 Gaming Oc 12G 顯示卡,0,DRADL2-A900G87ZI
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10173920
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,1,9162939
【ORIGINS 品木宣言】駐顏有樹全效撫紋A醇眼霜15ml,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0A-A900GGLPV
Asus行動電源Zenpower 10000Mah(Qc3.0)Abtu018(粉),【Asus 華碩】Zenpower 10000 Qc3.0(行動電源),1,7144046
【SK-II】致臻肌活能量活膚霜100g-全新改版(專櫃公司貨),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD2O-A900GQYC6
【Amd超值裝機組】R57600X六核心處理器+技嘉B650M Ds3H Amd主機板,【C+M套餐】技嘉 B650M Ds3H 主機板 + Amd R57600X處理器,0,DRAI4S-1900FZ1QU
【Aukey】Basix Pro Mini PbWl01S Pd快充 行動電源(輕巧高效 智慧快充),Aukey Basix Pro Mini (PbWl01S) Pd快充 行動電源,1,DYBA6E-A900BMPZX
【LANEIGE 蘭芝】水酷修護水潤洗面乳 150g(官方直營),水酷修護水潤洗面乳 150g,1,DDCQ15-A900FDPHA
【Gigabyte 技嘉】Geforce Rtx 4090 Gaming 24G顯示卡,技嘉 Geforce Rtx 4090 Gaming 24G 顯示卡,1,DRADL2-A900G6J3E
【Msi 微星】Geforce Rtx 3060 Ventus 2X 12G Oc 顯示卡,【Msi 微星】Geforce Rtx 3060 Ti Ventus 2X 8Gd6X Oc 顯示卡,0,DRAD1R-A900B7N0O
【Shu uemura 植村秀】黑米精萃潔顏油 450ML(國際航空版),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDBH2F-A900HC5H8
【WHOO 后】拱辰享陰陽調和洗顏乳(180ml-專櫃公司貨),拱辰享陰陽調和洗顏乳(180ml),1,DDADGV-A9007H47M
【WHOO 后】秘帖循環光采緊緻面膜-單片裝 x 3（內容：面膜+重生秘帖+重生秘帖光澤霜）專櫃公司貨,黑米精萃潔顏油 50ML x 2,0,DDADGV-A9009FXOI
【HR 赫蓮娜】官方直營 白繃帶修護乳霜15ml(專櫃抗老推薦),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADN3-A900HB0P9
【DARPHIN 朵法】全效舒緩精華15ml(小粉紅),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADKK-A900GRMDA
【HUAWEI 華為】Watch GT4 41mm 時尚款-凝霜白(奶昔粉橡膠錶帶組),Watch GT4 41mm GPS 運動健康智能手錶 活力款-草木綠,0,DSBC1M-A900HBHBC
【SanDisk 晟碟】128GB 200MB/s Extreme Pro microSDXC U3 V30 A2 記憶卡(平輸 附轉卡),Aukey Basix Pro Mini (PbWl01S) Pd快充 行動電源,0,DGAGCT-A900FN0DP
【Logitech G】G PRO X SUPERLIGHT 2 無線輕量化滑鼠,【微星】Geforce Rtx 4070 Ti Suprim X 12G 顯示卡,0,DSAR1N-A900GMFU7
【Keola】經典手工原味雪Q餅2入(180公克),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBAC2V-A900EOHZL
日本Kiu 163926 薄荷綠 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Kiu】成人空氣感有袖斗篷雨衣(163926 薄荷綠),1,8847988
【Peripower】Mt07 吸盤式行車紀錄器支架(適用 Mio 6/7/C),【Peripower】Mt10 黏貼式行車紀錄器支架(適用 Mio 6/7/C),0,DEBB1D-A900EZI8P
【Ktnet】Gt1 TypeC 轉 3.5Mm 2合1 音源轉接充電線(附Type C轉Usb轉接頭/ 支援Pd快充/聽歌/通話/線控),【Ktnet】Gt1 TypeC 轉 3.5Mm 2合1 音源轉接充電線(附Type C轉Usb轉接頭/ 支援Pd快充/聽歌/通話/線控),0,DCAC82-A900FSO60
【Keola】經典手工原味雪Q餅2入(180公克),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBDA01-A900EP287
【WD 威騰】WD 黑標 SN770 1TB NVMe M.2 PCIe SSDSN770 1TB,黑標 SN770 1TB NVMe M.2 PCIe SSD,1,DRAHAH-A900ES131
【MIKIMOTO 御木本】美肌保養粉6g*2(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDADC4-A900HFNRY
【EVE LOM】EVE LOM 全能深層潔淨霜 200ml 國際航版,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADG0-A900HMB5A
【Msi 微星】Geforce Rtx 4060 Ti Ventus 2X Black 8G Oc 顯示卡,微星 Geforce Rtx 4060 Ti Ventus 2X Black 8G Oc 顯示卡,1,DRADLA-A900GDHC5
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780069
【BOSE】SoundLink Max IP67 防水防塵 可攜式音箱 藍牙揚聲器 暮色藍,【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接線 轉接頭 Iphone Xs Max Xr X Plus),0,DGCT1A-A900HLJJ8
【DJI】Air 3S暢飛套裝 DJI RC2 空拍機/無人機 ｜1 英吋主鏡頭｜避障升級,Air 3暢飛套裝(RC2) 空拍機/無人機 中長焦廣角雙主攝,1,DGCS3I-A900GINEI
SanDisk Extreme PRO 64GB microSDXC U3 V30 A2 4K 高速記憶卡(GoPro / 空拍機 適用),128GB 【200MB/s】Extreme Pro microSDXC UHS-I C10 U3 A2 V30 手機記憶卡,0,DGCA05-A900F8U2N
Lightning轉3.5Mm(公)Aux 音源轉接線 音源線 耳機轉接器,Lightning轉3.5Mm 公 Aux 音源轉接線 音源線 耳機轉接器(Apple Iphone 11 Pro Xs Max Xr 8 7 Plus),1,7620278
【SHISEIDO 資生堂東京櫃】雪花香氛護手霜 2023 40g（專櫃公司貨）,雪花香氛護手霜 40g,1,DDBH2E-A900HAALH
【CLINIQUE 倩碧】雙11限定 水磁場75ml 1+1分享組(水磁場100H活水循環保濕凝膠75mlx2 買1送1),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD2Y-A900G9P29
【皇覺】櫻花莓果牛軋雪Q餅1盒,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBACFN-A900FG0WK
Pg9187 收納充電底座 副廠 支援Switch,Switch Oled 主機底座散熱風扇 副廠,0,9467582
【BOSE】Ultra 開放式耳機 矽膠充電盒保護套 冷丁香紫,Ultra 開放式耳機 矽膠充電盒保護套 黑色,0,DGCT1B-A900HS5UW
【Razer 雷蛇】Huntsman V3 Pro TKL 獵魂光蛛 類比式光軸電競鍵盤 中文類比式機械光軸,G Pro X LIGHTSPEED TKL 無線機械式電競鍵盤,0,DCBF02-A900GQNOQ
【SONY 索尼】PlayStation VR2 (PS VR2)《地平線 山之呼喚》組合包(ASIA-00444),PS5  VR2 Sense 控制器充電座,0,DGBJNA-A900GQUEX
【Lotus】Switch Oled 主機底座散熱風扇 副廠,【良值】Switch 副廠 迷你便攜 Tv畫面轉接器取代原廠底座 L332(公司貨),0,DGBJC0-A900DF64K
【Canon】PIXMA MG3670 多功能相片複合機-時尚白(列印/複印/掃描/WiFi/耗材:PG-740黑色/CL-741彩色),PIXMA MG3670 無線雙面多功能複合機(時尚白),1,DCAE06-A900AH98G
【Panasonic 國際牌】450公升一級能效三門變頻電冰箱(NR-C454HG-N),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBM2D-A900HWOO6
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包/袋),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9429597
【SHISEIDO 資生堂東京櫃】深層水淨化潔顏油 320ML〈專櫃公司貨〉,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDCV3Q-A900HUPUN
【Mio】原廠後視鏡短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),Mio 原廠 後視鏡 短支架,1,DEBB64-A9009S5H0
【Zotac 索泰】Zotac Gaming Geforce Rtx 4090 Trinity Oc 顯示卡,技嘉 Geforce Rtx 4090 Gaming 24G 顯示卡,0,DRADLX-A900FXPN2
【SHISEIDO 資生堂東京櫃】深層水淨化潔顏油 320ML〈專櫃公司貨〉,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDCV3Q-A900HUPUN
【Jurlique 茱莉蔻】藥蜀葵舒敏卸妝乳 200ml,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD8P-A900BNG6P
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10294967
【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,0,DRADKY-A900GANZ7
【Sharp 夏普】31L自動料理兼烘培水波爐(AxXs5TR),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBM0G-A900G4D1S
【LA MER 海洋拉娜】濃萃修復眼霜(15ml+按摩棒 專櫃公司貨),濃萃修復眼霜(15ml)-國際航空版,1,DDADEF-A900BZL5C
【SHISEIDO 資生堂國際櫃】資生堂保濕潔膚皂125ml(所有膚質皆適用),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0G-A900F3DY8
【L’Occitane 歐舒丹】官方直營 乳油木保濕護唇膏12ml,乳油木保濕護唇膏 12ML,1,DDADPS-A900HRCCE
倍潔雅抽取式衛生紙150抽X10包X8串/箱,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6780070
【KIOXIA  鎧俠】Exceria G2 SSD M.2 2280 PCIe NVMe 1TB Gen3x4鎧俠 G2,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAH5Z-A900FAB00
【ADATA 威剛】XPG GAMMIX S60 Pro 2TB PCIe 4.0 [黑] 固態硬碟/五年保(台灣製),Exceria Pro SSD M.2 2280 PCIe NVMe 2TB Gen4x4,0,DRAH0V-A900HCSUL
【SEAGATE 希捷】4入組 ★ IronWolf 8TB 3.5吋 7200轉 256MB NAS 內接硬碟(ST8000VN004),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAB57-1900H403Q
【Keola】手工精緻雪Q餅禮盒 原味/麻辣花生/芒果/花生/可可  180克/盒(任選4盒),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBDA01-A900G8V85
【寶拉珍選】10%果酸身體乳210ml 2入組(Paulas Choice),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDDE04-1900HN6FC
【Sharp 夏普】26公升 Healsio水波爐紅(AxAs6TR),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DMBJ0L-A900C3NKJ
【Redbox】便攜式電動咖啡機 Ycm1803A,【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),0,11160506
【ORIGINS 品木宣言】一舉兩得潔面慕絲 150ml(No.1洗面慕絲 油水平衡 清潔溜溜),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0A-A900GEZVT
【Asus 華碩】TufRtx4060TiO8GGaming 顯示卡,華碩 TufRtx4060TiO8GGaming 顯示卡,1,DRADKY-A900GCVDI
【Sharp 夏普】30公升水波爐Aiot寶石紅(AxXw10TR),Sharp夏普 30公升水波爐Aiot寶石紅微波爐【AxXw10TR】,1,DMBJ7E-A900G2V2C
Bone / 原木擴香台 Wood Diffuser  三眼外星人,【Bone 蹦克】原木擴香台  企鵝/鴨子/麋鹿/貓咪/貓頭鷹 五款可選(點精油 擴香木 薰香香氛 交換禮物),1,5735936
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(150抽80包/箱),1,6780069
【Nikon 尼康】NIKKOR Z 100-400mm F4.5-5.6 VR S 超望遠變焦鏡頭(平行輸入),Z8 + Nikkor Z 24-120mm f/4 S 公司貨,0,DGBSCJ-A900GD1IF
【Supergoop】隱形妝前防曬乳SPF40 PA+++ 20ml(藝人莎莎推薦),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADP1-A900HYUFX
【ORIGINS 品木宣言】一舉兩得潔面慕絲 150ml(No.1洗面慕絲 油水平衡 清潔溜溜),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0A-A900GEZVT
【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),【Hp 惠普】Inktank 115 相片連供印表機,1,QABF11-A9009XYKI
【Logitech 羅技】MX Anywhere 3S無線藍牙行動滑鼠,MX Anywhere3S 無線滑鼠 企業版 - 黑,1,DSAR0X-A900HOGFC
【KIOXIA  鎧俠】Exceria Pro SSD M.2 2280 PCIe NVMe 1TB Gen4x4鎧俠 Pro,【C+M套餐】微星 Pro X670P Wifi 主機板 + Amd R97900X處理器,0,DRAH5Z-A900FAAX4
【HR 赫蓮娜】官方直營 植萃綠寶修護精華露200ML(綠寶化妝水),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDADP3-A900HX2QF
【SENNHEISER 森海塞爾】MKE 200 Mobile KIT 專業短槍型 指向性麥克風 套組(SH509256),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DGCF4W-A900C7WHY
【SK-II】官方直營 男士活能保濕潔面乳 120g,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD2O-A900HPY1E
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐寶石紅(AxXw10T),Sharp 夏普  30公升 Healsio AxXp10T 旗艦水波爐,0,DMBM0G-A900G418A
【TP-Link】Archer BE900 Wi-Fi 7 BE24000 四頻 10 Gigabit 無線網路路由器(WiFi 7分享器/雙10G/VPN),Archer BE900 Wi-Fi 7 BE24000 四頻 10 Gigabit 無線網路路由器(WiFi 7分享器/雙10G/VPN),1,DRAN5B-A900HF2LS
【CLINIQUE 倩碧】水磁場深層保濕晚安面膜100ml(活性蘆薈水夜間密集修護),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD2Y-A90063F0T
Idmix Ch08 │Gan 氮化鎵20000Mah 65W大功率行動電源軍綠色,【Idmix】Mr Charger Ch08 20000Mah Gan Pd 65W 多功能行動電源(2色),1,8342276
【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio White 12G 顯示卡,【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡,0,DRADLA-A900G2E2V
【i-Rocks】D01 電動升降桌 140x80cm 吉野櫻 不含組裝+T07 PLUS 人體 工學椅,irocks T07 PLUS 人體工學椅+Real A36耳機,0,DQBJ4C-A900GLNZ4
【Logitech 羅技】MX Anywhere 3S無線藍牙行動滑鼠,MX Anywhere 3S 無線行動滑鼠 珍珠白,0,DSAR0X-A900HOGFC
【Canon】搭1黑1彩墨水匣PG-740XL+CL-741XL★PIXMA MG3670多功能相片複合機-時尚白(影印/列印/掃描),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DSAQC6-A900HSET3
Mio 原廠 吸盤式固定支架,Mio 原廠 後視鏡 短支架,0,10018296
輕便日式斗篷式雨衣,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9283839
【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,【Kinyo】迷你陶瓷電暖器(Neh120),0,DCADJ5-A900C41MQ
【LANCOME 蘭蔻】超未來肌因亮眼精粹霜 15mlx2(國際航空版),超未來肌因亮眼精粹霜 15ml 二入組,1,DDAD0F-A900FTSJA
【BOSE】Quiet Comfort Ultra 消噪耳塞 月石藍,QuietComfort Ultra消噪耳塞 月石藍,1,DGCT19-A900H0RGN
【HR 赫蓮娜】官方直營 黑繃帶修護眼霜15ML(專櫃眼霜推薦),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADN3-A900HB06M
【Giorgio Armani 亞曼尼】黑曜岩新生奇蹟高效眼活萃(20ml-國際航空版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADP5-A900HY2U7
【Jabra】Elite 3 真無線藍芽耳機(藍牙5.2),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGBT0Q-A900BPUV0
【Estee Lauder 雅詩蘭黛】年輕無敵膠原眼霜15ml,年輕無敵膠原眼霜(15ml),1,DDADP4-A900HW5XT
【MSI 微星】▲特仕 32G Ram▲16吋 Pulse 16 AI C1VFKG 015TW/Ultra 9 185H/RTX4060/1TB/W11,手環 9 NFC,0,DHAKAZ-1900HV8JB
【philosophy 肌膚哲理】純淨清爽3合1洗面乳 240ml*2入組(專櫃公司貨),純淨清爽3合1洗面乳 240ml(2入),1,DAAM78-A900F6H13
【HR 赫蓮娜】官方直營 白繃帶修護乳霜15ml(專櫃抗老推薦),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADN3-A900HB0P9
即期品【SHISEIDO 資生堂國際櫃】時空琉璃極上御藏潔膚皂 50ML〈國際航空版〉,時空琉璃LX極上御藏潔膚皂 50ml,1,DDAD6X-A900GDICN
【ASUS】筆電包/滑鼠組★15.6吋8G輕薄文書筆電(E510KA/N4500/8G/128G/W11S),Vivobook Go 15 15.6吋文書筆電藍色(Intel Celeron N4500/8GB/128GB/WIN11S/E510KA-0201BN4500),1,DHAFM1-1900HIG2V
【Razer 雷蛇】毒蝰 VIPER V2 PRO 無線超輕量電競滑鼠 黑58公克超輕量設計,Viper Pro V2 超輕量無線電競滑鼠-黑色,1,DCBE2G-A900F4F85
倍潔雅 秒抽瞬吸抽取式廚房紙巾 100抽X4包,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,10075589
【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),Hp Inktank 115 相片連供印表機,0,QABF11-A9009XYKI
