e1,e2,label,group_id,platform
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),【倍潔雅】柔拭萬用紙巾(120抽80包/箱),1,10874262,import
【Kingston 金士頓】XS2000 4TB Type-C USB 3.2 Gen 2x2 外接式ssd固態硬碟 銀(SXS2000/4000G),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DRAAE2-A900HIAKH,momo
【Msi 微星】Geforce Rtx 3060 Ventus 2X 12G Oc 顯示卡,【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G Oc 顯示卡,0,DRAD1R-A900B7N0O,import
Flashfire Gaming Supply Bat Switch 轉接充電底座,Flashfire Gaming Supply Bat Switch 轉接充電底座,0,7631190,import
Panasonic國際牌 450公升三門變頻玻璃翡翠金冰箱NR-C454HG-N,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DMBM2D-A900HWOO6,momo
Bone / 搖搖擴香木 Swing Diffuser  艾菲爾鐵塔(灰),加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,6554742,import
【CHANEL 香奈兒】CHANCE 香氛玉手霜 20ml*3(平行輸入),CHANCE 香氛玉手霜 20ml*3入,1,DDAH4W-A900HI62K,momo
【ASUS】筆電包/滑鼠組★15.6吋8G輕薄文書筆電(E510KA/N4500/8G/128G/W11S),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DHAFM1-1900HIG2V,momo
【Rainbow彩虹全球3C 】Rainbow轉接線 Iphone 轉 Lightning音源+Lightning充電 音源轉接線,【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接線 轉接頭 Iphone Xs Max Xr X Plus),1,6682364,import
【Samsung 三星】Galaxy S24+ 5G 6.7吋(12G/512G/高通驍龍8 Gen3/5000萬鏡頭畫素/AI手機),AQUOS wish4 5G (6G/128G) -夜色黑,0,DYALQH-A900HJAMJ,momo
【KOSE 高絲】雪肌精淨透洗顏霜130g*2-雙瓶組(專櫃公司貨),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADP2-A900HZEJP,momo
【Guerlain 嬌蘭】皇家蜂王乳超拉提亮眼霜15ml-馬甲眼霜(專櫃公司貨),皇家蜂王乳超拉提亮眼霜15ml-馬甲眼霜 (正統公司貨),1,DDAD45-A900BOFKS,momo
【Asus 華碩】DualRtx3060TiO8Gd6XWhite 顯示卡,【Asus 華碩】TufRtx4070O12GGaming 顯示卡,0,DRADKY-A900FX2SH,import
插卡小音箱 三頭線 Mini Usb 5P 轉 3.5Mm音源 Aux / Usb 音響 音頻線,Vention 威迅 Bdg系列 Micro Usb 轉 3.5Mm Aux音頻線 1M,0,11427953,import
蘋果 3.5Mm 轉 Lightning 轉接線 Iphone 音源線 通話 聽歌 充電,加利王Wuw Iphone Lightning 轉接 3.5Mm Aux音源線 音頻傳輸線(R152)1M,0,10636574,import
【Remax】Rpp20 15000Mah 18W 4孔輸出自帶線,【Adata 威剛】P20000Qcd 20000Mah 18W 3孔輸出 Pd/Qc 大容量 快充行動電源(電量數位顯示),0,DYAO44-A900G163I,import
【Whoo 后】天氣丹津率享洗顏蜜(180ml 專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDADGV-A900HOGPC,momo
【GIGABYTE 技嘉】AORUS 16X AKG-53TWC54SH 16吋 灰(i7-14650HX/16G DDR5/1TB PCIE/RTX4060 8G/W11),Pulse 16 AI 16吋 AI電競筆電黑色(Ultra 9 185H/16GB/1TB/RTX 4060-8G/WIN11/C1VFKG-015TW),0,DHABCI-A900H9K28,momo
【Intel 英特爾】Intel Core I7 14700F中央處理器 盒裝(二十核心),Core i5-14400F 中央處理器 盒裝,0,DRAI02-A900HFO9E,momo
【Rainbow彩虹全球3C】Rainbow轉接線 Iphone 轉 3.5Mm音源+Lightning充電 音源轉接線,【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接頭Iphone Xs Max Xr X 12 Pro),1,8514762,import
【契爾氏】官方直營 冰河保濕無油清爽潔面慕斯150ml(Kiehl’s),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD8M-A900GSJTI,momo
【Remax】Rpp20 15000Mah 18W 4孔輸出自帶線,【Remax】Rpp20 15000Mah 18W Pd快充 四孔輸出行動電源(自帶線/手機支架/電量顯示),0,DYAO44-A900G3VCX,import
【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),0,DMATI3-A900G4DEK,import
【Panasonic 國際牌】650公升新一級能效智慧節能雙門變頻冰箱-晶漾黑(NR-B651TV-K),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPACHE-A900FXF8K,momo
Usb轉Dc3.5X1.35Mm 5V電源線,Usb轉Dc3.5X1.35Mm 5V電源線,0,9303731,import
ブラボ一ユ一Switch Usb充電主機底座散熱冷卻風扇,任天堂 Nintendo Switch Usb充電主機底座散熱冷卻風扇,0,7771860,import
【Nintendo 任天堂】NS Switch 超級舞動 瓦利歐製造 中文版(台灣公司貨),【Nintendo 任天堂】Esoon 副廠 Switch Hdmi 視頻轉換底座,0,DGCW13-A900GS114,momo
【Logitech G】G PRO X SUPERLIGHT 2 無線輕量化滑鼠,G Pro X SUPERLIGHT 2 無線輕量化電競滑鼠,1,DSAR1N-A900GMFU7,momo
【加利王Wuw】Iphone Lightning 轉接 3.5Mm 1M Aux音源/音頻傳輸線(R152),加利王Wuw Iphone Lightning 轉接 3.5Mm Aux音源線 音頻傳輸線(R152)1M,0,DYAPAE-A900BZAP3,import
【Elizabeth Arden 伊麗莎白雅頓】超進化黃金導航眼部膠囊 60顆(國際航空版),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD08-A900GHZ5U,momo
【Logitech 羅技】MX Keys Mini無線鍵盤,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DSBC1R-A900GREAV,momo
【Sharp 夏普】30L Healsio炙燒水波爐(AxXp10T 兩色可選),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBJ03-A900FTXFP,import
【G-PLUS 拓勤】Pro 600雙側進風空氣清淨機 WIFI遠端遙控,Pro 600雙側進風空氣清淨機(含濾網*2) WIFI遠端遙控,0,DMBM0K-A900GGIFI,momo
【皇覺】土精靈花生牛軋雪Q餅3盒,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBACFN-A900FG10G,import
【Sisley 希思黎】官方直營 抗皺活膚御緻眼唇霜15ml(亮眼神器1+1),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD21-A900HD51M,momo
【御華生】冰糖雪梨燕窩禮盒組(70Gx6入),御華生 冰糖雪梨燕窩70G（6入禮盒組）,1,DBAX71-A900G8I80,import
【WHOO 后】拱辰享陰陽洗顏乳/山茶花柔嫩潔膚蜜/雪白潔顏乳/津率享洗顏蜜-180ml任選(專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADGV-A900GRDR8,momo
《馬玉山》有機紅藜麥十穀米(1000G),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,5754842,import
【KOSE Q10活齡】賦活護手霜80g(抗潑水/保濕),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAI8D-A900AJ8O8,momo
【SK-II官方直營】青春敷面膜10片(前男友面膜/保濕面膜),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD2O-A900AWUXS,momo
【Panasonic 國際牌】300公升一級能效玻璃門雙門變頻冰箱(NR-B301VG-X1),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPACHE-A900GJOC7,momo
[振頤軒]惡魔雙層起司鮮奶吐司7包組,【振頤軒】惡魔雙層起司鮮奶吐司(7包組),1,7910955,import
【Panasonic 國際牌】498公升一級能效玻璃雙門變頻冰箱—翡翠白(NR-B493TG-W),498L《變頻-雙門》無邊框玻璃電冰箱NR-B493TG-W(翡翠白),1,DMBM2D-A900HX46L,momo
【Sharp 夏普】30L Healsio炙燒水波爐(AxXp10T 兩色可選),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBJ03-A900FTXFP,import
倍潔雅 秒抽瞬吸抽取式廚房紙巾 100抽X4包,【Kinyo】迷你陶瓷電暖器(Neh120),0,10075589,import
【SONY 索尼】PS5 DualSense 無線控制器(鈷藍色 台灣公司貨),SONY PS5原廠 DualSense 無線控制器-CFI-ZCT1G (白色),0,DGBJGB-1900H98SO,momo
【Peter Thomas Roth 彼得羅夫】超緊繃眼膠30ML,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADNI-A900G8UIY,momo
【Gigabyte 技嘉】Geforce Rtx 4070 Gaming Oc 12G 顯示卡,微星Msi Rtx 4070 12G Gaming X Trio 顯示卡,0,DRADL2-A900G829W,import
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10294967,import
【KOSE 高絲】無限肌緻珍白煥光活膚乳30ml*5(專櫃公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0D-A900HI3PP,momo
【Vention 威迅】Usb公轉Dc 3.5Mm公 1M 充電線(Cex系列),【Ziya】Usb2.0A母 轉 3.5Mm公 14Cm Otg轉接線(輕巧款),0,DCAC73-A900AV9AH,import
【Nintendo 任天堂】NS Switch 超級舞動 瓦利歐製造(中文版 台灣公司貨),NS《超級舞動 瓦利歐製造》中文版,1,DGCW13-A900GS114,momo
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【週期購】倍潔雅柔軟舒適抽取式衛生紙(150抽56包/箱),1,8439204,import
【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRAD1N-A900BPJAN,import
Mio 原廠 黏貼式 短支架,Mio 原廠 後視鏡 短支架,0,10018297,import
【Panasonic 國際牌】300公升一級能效玻璃門雙門變頻冰箱(NR-B301VG-X1),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DPACHE-A900GJOC7,momo
【RENZA】適用G-Plus GPlus 拓勤 Pro 600 雙側進風空氣清淨機(2合1HEPA+活性碳濾網 濾芯 左右進風2片裝),【C+M套餐】微星 Pro X670P Wifi 主機板 + Amd R97900X處理器,0,DMAU0B-A900ENMOF,momo
【契爾氏】官方直營 超進化全能新生超級眼霜14ml組(Kiehl’s/輕脂眼霜),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD8M-A900GSJVC,momo
【Logitech G】G304 LIGHTSPEED 無線電競滑鼠(綠色),G903 LIGHTSPEED 無線電競滑鼠,0,DCBE2G-A900FC7CU,momo
【Kiehl’s 契爾氏】亞馬遜白泥淨緻毛孔面膜 125ml三入組(國際航空版),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,QEAC0Y-A900ANMGD,momo
【澳洲 G&M】卡卡杜玻尿酸水潤潔面慕斯(2入組 150ml/瓶-專業級),NS  Switch Pro 控制器 (斯普拉遁 3) 特仕款,0,DDAONT-A900BEE5O,momo
【Guerlain 嬌蘭】皇家蜂王乳超拉提亮眼霜15ml-馬甲眼霜(專櫃公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD45-A900BOFKS,momo
Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10909174,import
【SHISEIDO 資生堂國際櫃】激抗痕亮采緊緻眼霜15mL(撫紋/眼霜/眼部保養/黑眼圈/週年慶),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0G-A900G9K0C,momo
【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,0,DMAA3W-A900G4AU9,import
【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),【Hp 惠普】Inktank 115 相片連供印表機,0,DSAQCS-A900G9F94,import
【Sisley 希思黎】抗皺活膚御緻駐顏霜-滋潤型 50ml(法國進口 國際航空版),活膚御緻駐顏霜50ml,1,DDAD21-A900FOIIU,momo
【植村秀】官方直營 全能奇蹟金萃乳液75ml(Shu uemura),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0Y-A900HACHT,momo
Adata 威剛 P20000Qcd Pd/Qc快充行動電源 (黑),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8437389,import
山崎防潑水電膜式遠紅外線電暖器 Sk9510Htr,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9563692,import
【KOSE高絲】無限肌緻晨淨拋光潔顏精華100g - 贈品標示(專櫃公司貨),無限肌緻晨淨拋光潔顏精華100g - 贈品標示 (正統公司貨),1,DDAD0D-A900HH8NQ,momo
【AMD 超微】Ryzen R7-7800X 3D 8核心 CPU中央處理器 黑神話悟空適用,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAI08-A900H4FT3,momo
【Acer 宏碁】16吋14代i5 RTX4060電競筆電(Predator/PHN16-72-5984/i5-14500HX/16G/512G/W11),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DHABBA-A900HWBMW,momo
微星Msi Rtx 4070 12G Ventus 3X 顯示卡,微星Msi Rtx 4070 12G Ventus 3X 顯示卡,0,11456411,import
【Panasonic 國際牌】610公升一級能源效率三門變頻冰箱-雅士白(NR-C611XV-W),無邊框鋼板610公升三門冰箱NR-C611XV-W(雅士白),1,DPAC1T-A900FM064,momo
【DELL 戴爾】16吋Ultra 5輕薄特仕筆電(Inspiron 16-7640-R1608LTW-SP1/Ultra 5 125H/16G/2TB SSD/W11/藍),Inspiron 16-7640 16吋 文書效能AI筆電藍色(Ultra 5 125H/8GB2/1TB/WIN11/16-7640-R1608LTW),1,DHAI83-A900H26Y5,momo
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,【百寶屋】3.5Mm轉Usb母汽車Aux專用音頻轉接線,1,7728331,import
倍潔雅 抽取式衛生紙(100抽14包6袋/箱),【Paseo 倍潔雅】柔軟舒適抽取式衛生紙 100抽X12包X2串,1,9455744,import
【Nintendo 任天堂】NS Switch 名偵探皮卡丘 閃電回歸 日版 中文版(支援繁體中文),Switch NS 碧姬公主 表演時刻 (中文版),0,DGBJBH-1900GPLC4,momo
【COSME DECORTE 黛珂】超微導全能亮眼精粹20ml(專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0R-A900G6RL4,momo
【SHISEIDO 資生堂國際櫃】時空琉璃極上御藏潔膚皂 125ML〈國際航空版〉,時空琉璃LX極上御藏潔膚皂 125ML,1,DDADP2-A900HXN20,momo
【Arden 雅頓】21天霜 75ml(國際航空版),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD08-A900FMCQQ,momo
倍潔雅 抽取式衛生紙(150抽X14包X4袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(100抽84包/箱),1,10294967,import
【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DCACHS-A900G4AWR,import
Iwalk 加長版Lightning行動電源4500Mah 情人黑白配2人組 【Cd0186】,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,10011976,import
【SK-II】官方直營 晶鑽極緻奢華再生眼霜 15g(晶鑽極致系列),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDCV0L-A900HPY1F,momo
【KOSE 高絲】雪肌精漾活淨鹽卸妝油170ml-贈品字樣(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0D-A900GRDLG,momo
【LANCOME 蘭蔻】溫和卸妝乳 400ML〈專櫃公司貨〉,溫和卸妝乳 400ml,1,DDAD0F-A90060WSM,momo
【Bteam】Switch 副廠 電視 轉換 Vportal 取代底座,Switch 電視影像轉換器 Gan升級版,1,DGBJC0-A900BBOGX,import
【SHISEIDO 資生堂】尿素深層護手霜100g,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD73-A900GZL6S,momo
【ANESSA 安耐曬】官方直營 金鑽高效水感防曬凝膠NA 90g(全新改版),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDCV3Q-A900HOOO1,momo
Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,0,11140447,import
【Guerlain 嬌蘭】蘭鑽極萃氧生眼唇霜7ml(國際航空版),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD45-A900FS66W,momo
【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,0,8369752,import
【TCL】NXTPAPER 11 11吋 4G+128G WiFi 仿紙護眼平板電腦(贈可立式皮套),【Arum】Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭(Iphone 11 Pro Xs Max Xr X 8 7 Plus),0,DYAMFI-1900GS1HC,momo
Bone / 原木擴香台 Wood Diffuser  三眼外星人,【Bone 蹦克】車用擴香台 Car Diffuser(精油 擴香木 薰香 車用 辦公室 室內皆可擺放 交換禮物),1,8974205,import
【SONY 索尼】ZV-1F Vlog 相機(公司貨 保固18+6個月),[ 公司貨 保固18+6] ZV-1F Vlog 數位相機手持握把組合 白色,0,DGCM4Q-A900FNOFB,momo
倍潔雅秒抽瞬吸抽取式廚房紙巾100抽28包,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,9747451,import
【伊麗莎白雅頓】官方直營 HA白金澎潤保濕膠囊 30顆 Elizabeth Arden(保濕/玻尿酸/精華),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADO9-A900GRKWS,momo
【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),【Mio】原廠後視鏡短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),0,QCAB6G-A9009S59C,import
【蘭蔻】官方直營 晶透潔顏泡沫 200ml(LANCOME),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD0F-A900HH8TX,momo
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780070,import
【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),0,QCAB6G-A9009S59C,import
【上野物產】台灣義美製作 原味貝果(540G±10%/6個/袋) X3袋,【上野物產】3袋共18個 義美製作 原味貝果,1,7771063,import
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(100抽80包/箱),1,6780070,import
Nc02  3.5Mm音頻孔+Usb2.0多功能轉換器,【Kinyo】迷你陶瓷電暖器(Neh120),0,DSAUFP-A900EVU5K,import
【Shu uemura 植村秀】黑米精萃潔顏油 50ML x 2〈專櫃公司貨〉,草本體香露 50ML,0,DDBH2F-A900HI06E,momo
【Sharp 夏普】30L Healsio水波爐/紅(AxXp10TR),夏普Healsio炙燒水波爐AxXp10T(R),1,DMBJ0L-A900DYD3D,import
【Hp 惠普】Inktank 115 相片連供印表機,【Hp 惠普】Inktank 115 相片連供印表機,0,10214237,import
【MSI 微星】▲特仕版 16吋Ultra 9電競(Pulse 16 AI C1VFKG-015TW/Ultra 9 185H/16G/1T SSD/RTX4060/W11),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DHAKAZ-1900HV8JB,momo
【Fisher Price 費雪】安撫睡眠無尾熊,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DEASS1-A900BV92Y,import
【Apple】預購賣場★iPhone 16 Pro(256G/6.3吋),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DYAJDN-A900HSOV1,momo
Philips飛利浦 10000Mah行動電源 Dlp1811/96,【Philips 飛利浦】Dlp1813 10000Mah 18Wpd/Qc快充 2孔輸出 行動電源(Led顯示),1,10465641,import
《馬玉山》全天然無加糖紅藜麥杏仁飲400G(鐵罐)新品上市,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,11075623,import
【Sharp 夏普】30L Healsio炙燒水波爐(AxXp10T 兩色可選),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DMBJ03-A900FTXFP,import
【上野物產】台灣義美製作 原味貝果(540G±10%/6個/袋) X3袋,【上野物產】3袋共18個 原味貝果,1,8394742,import
Ns Switch Dobe 多角度摺疊充電底座,Ns Switch Dobe 多角度摺疊充電底座,0,10981733,import
Adata 威剛 P20000Qcd Pd/Qc快充行動電源 (白),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,8437389,import
【Institut Karite Paris 乳油木】巴黎乳油木 頂級草本薰衣草花園保濕馬賽液體皂(500ml),頂級草本薰衣草花園保濕馬賽液體皂 500ml,1,DDCC1N-A900HKZIM,momo
【Jabra】PanaCast 20智能會議視訊攝影機(人工智能支持的超高清視頻),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DCBAIS-A900DXGX7,momo
【KOSE 高絲】雪肌精靚白洗顏乳140ml(專櫃公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0D-A900BOF13,momo
【Keola】經典手工雪Q餅 原味/麻辣花生/芒果/花生/可可  180克/包(任選6包),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBAC2V-A900G8PE0,import
【TP-Link】Archer GE800 BE19000 三頻 Wi-Fi 7 電競路由器,Deco BE65 Wi-Fi 7 BE11000 三頻 2.5Gigabit 真Mesh 無線網路網狀路由器(Wi-Fi 7分享器/支援VPN)(1入),0,DSBC0Z-A900HJE7R,momo
【Atake】Lightning轉3.5Mm音源轉接線 (聽音樂+線控+通話),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,7528714,import
蘋果 3.5Mm 轉 Lightning 轉接線 Iphone 音源線 通話 聽歌 充電,加利王Wuw Iphone Lightning 轉接 3.5Mm Aux音源線 音頻傳輸線(R152)1M,0,10636574,import
【Nikon 尼康】PROSTAFF P3 10x42 雙筒望遠鏡(輕便賞鳥望遠鏡),ProStaff P3 10x42雙筒望遠鏡,1,DGCB71-A900H40V7,momo
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(100抽80包/箱),1,6780070,import
【Kanebo 佳麗寶】KANEBO 輕爽全方位UV噴霧 30mL(大K*),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDCX04-A900H0L4L,momo
【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,1,DMAA3W-A900G4AWI,import
【Papago!】Gosafe 888雙鏡頭電子後視鏡行車紀錄器測速版+天瀚 導航王 K700 7吋導航機(行車導航組快),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DEBB01-A900FTNSD,import
【Gigabyte 技嘉】Geforce Rtx 3060 Windforce Oc 12G 顯示卡,技嘉 Geforce Rtx 4070 Ti Windforce Oc 12G 顯示卡,0,DRADL2-A900GD5NZ,import
即期品【Kiehl’s 契爾氏】官方直營 亞馬遜白泥淨緻毛孔面膜125ml(Kiehl’s),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD8M-A900HJ5J6,momo
日本Kiu 163926 薄荷綠 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Kiu】成人空氣感有袖斗篷雨衣(163926 薄荷綠),1,9606653,import
Htc 原廠 UsbC 對 3.5Mm 耳機插孔轉接器 (台灣盒裝拆售款),Htc 原廠 UsbC 對 3.5Mm 耳機插孔轉接器 (台灣盒裝拆售款),0,8097422,import
【Supergoop】隱形妝前防曬乳SPF40 PA+++ 50ml(藝人莎莎推薦),隱形妝前防曬乳 SPF40 PA+++ 50ml,1,DDADP1-A900HYV37,momo
【Ipega 派鯊魚】Switch 副廠 動車6號 6合1 充電底座(Pg9187),【Ipega 派鯊魚】Switch 副廠 動車6號 6合1 充電底座(Pg9187),0,QAAS33-A900AR2BY,import
【Asus 華碩】DualRtx3060O12GV2 顯示卡,Asus 華碩 Dual Geforce Rtx 3060 V2 Oc 12Gb Gddr6 顯示卡,1,DRAD1N-A900F2YCS,import
【Lowepro 羅普】Adventura BP 300 III 後背包 黑(公司貨),【南紡購物中心】   Adventura BP 300 III 後背包-黑色,1,DSBC40-A900FHQ0B,momo
【Lenovo】Tab P11 2nd Gen 11.5吋 4G/128G WiFi TB350FU 平板電腦,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYAG01-A900GHJIE,momo
【Sharp 夏普】30L Healsio水波爐/白(AxXp10TW),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBJ0L-A900DYD89,import
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,【Ziya】Usb2.0A母 轉 3.5Mm公 14Cm Otg轉接線(輕巧款),1,9306121,import
倍潔雅好韌真3層抽取式衛生紙100抽24包4袋(Pefc),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8905770,import
Lightning轉3.5Mm(公)Aux 音源轉接線 音源線 耳機轉接器,Lightning轉3.5Mm(公)Aux 音源轉接線 音源線 耳機轉接器,0,7620278,import
【HUION】KAMVAS 13 繪圖螢幕-午夜綠(與手機相連接 業界首次實現),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DCAV5H-A900GKL4F,momo
【SHISEIDO 資生堂國際櫃】激抗痕亮采緊緻乳100mL(發光乳/精華乳/乳液/抗老/週年慶),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD0G-A900GOA23,momo
Yunmi 莫蘭迪全罩式機車雨衣 一件式斗篷連身雨衣 披風雨衣 機車雨衣 4Xl單人雨披天空藍,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9829031,import
【LA MER 海洋拉娜】濃萃修復眼霜 15ml-國際航空版,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADEF-A900BZL5C,momo
【KOSE 高絲】雪肌精靚白洗顏乳 140ml,雪肌精靚白洗顏乳140ml  (正統公司貨),1,DDAD0D-A900BOF13,momo
【Philips 飛利浦】買大送小超值組-DLP4347C-10000mAh多功能十合一螢幕顯示行動電源(TypeC/Lightning任選),【Philips 飛利浦】Dlp1811 10000Mah 10W雙Usb 2孔輸出 行動電源(輕薄輕巧),0,DYAO44-A900HRS9S,momo
Bone / 搖搖擴香木 Swing Diffuser  艾菲爾鐵塔(藍),加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,6554742,import
